trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,11,True,32,0.0,6,5,67.193208
1,10,True,32,0.0,6,5,68.527352
2,15,True,32,0.0,6,4,76.906483
3,12,True,32,0.0,6,4,108.837077
4,14,True,32,0.0,6,4,83.032124
5,8,True,32,0.0,6,5,64.148541
6,12,True,32,0.0,6,5,82.355273
7,12,True,32,0.0,6,4,76.807899
8,8,True,32,0.0,6,5,67.004501
9,8,True,32,0.0,6,5,64.110186
10,11,True,32,0.0,6,5,72.246908
11,13,True,32,0.0,6,3,85.905906
12,10,True,32,0.0,6,5,86.763022
13,10,True,32,0.0,6,5,74.315429
14,15,True,32,0.0,6,6,68.432357
15,8,True,32,0.0,6,5,76.785466
