trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,19,True,32,0.0,8,6,129.836339
1,14,True,32,0.0,8,8,170.651858
2,18,True,32,0.0,8,7,340.580563
3,15,True,32,0.0,8,7,97.49822
4,23,True,32,0.0,8,6,107.898979
5,1,True,32,0.0,8,6,99.08807
6,1,True,32,0.0,8,6,101.233652
7,17,True,32,0.0,8,6,94.524339
8,21,True,32,0.0,8,5,118.611103
9,18,True,32,0.0,8,5,96.717631
10,21,True,32,0.0,8,5,98.860377
11,1,True,32,0.0,8,6,296.03144
12,1,False,32,0.0,8,6,232.582231
13,16,True,32,0.0,8,6,111.801165
14,16,True,32,0.0,8,6,107.135712
15,20,True,32,0.0,8,6,103.788112
