trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,11,True,32,0.0,4,4,123.959226
1,12,True,29,0.0,4,4,110.844033
2,10,True,18,0.0,4,4,69.150663
3,10,True,32,0.0,4,3,201.262653
4,11,True,31,0.0,4,3,144.583278
5,12,True,27,0.0,4,4,93.23363
6,12,True,31,0.0,4,4,94.257848
7,8,True,15,0.0,4,4,47.66976
8,12,True,30,0.0,4,4,109.965542
9,10,True,28,0.0,4,4,91.967525
10,10,True,30,0.0,4,4,109.514776
11,11,True,32,0.0,4,4,116.014353
12,13,True,32,0.0,4,4,116.854991
13,13,True,32,0.0,4,4,114.666921
14,12,True,29,0.0,4,3,110.563514
15,12,True,31,0.0,4,4,108.206675
