trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,16,True,32,0.0,8,3,59.989275
1,17,True,32,0.0,8,6,70.740974
2,18,True,32,0.0,8,7,62.725174
3,21,True,32,0.0,8,6,81.70908
4,1,True,32,0.0,8,6,68.263943
5,1,True,32,0.0,8,6,73.988767
6,21,True,32,0.0,8,7,73.562571
7,16,True,32,0.0,8,8,69.394833
8,15,True,32,0.0,8,5,78.715598
9,21,True,32,0.0,8,7,66.982711
10,23,True,32,0.0,8,5,64.387974
11,16,True,32,0.0,8,8,66.764978
12,19,True,32,0.0,8,6,79.830624
13,1,False,32,0.0,8,6,55.789565
14,14,True,32,0.0,8,7,66.135629
15,22,True,32,0.0,8,8,77.438
