trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,8,True,32,0.0,4,3,55.634349
1,7,True,32,0.0,4,1,69.944698
2,12,True,32,0.0,4,4,49.808607
3,13,True,32,0.0,4,1,71.454952
4,9,True,32,0.0,4,3,54.742954
5,9,True,32,0.0,4,3,55.954976
6,7,True,32,0.0,4,3,53.506518
7,9,True,32,0.0,4,3,54.12475
8,14,True,32,0.0,4,3,67.316301
9,10,True,32,0.0,4,2,61.240659
10,10,True,32,0.0,4,1,69.485093
11,5,True,32,0.0,4,3,54.569119
12,13,True,32,0.0,4,2,57.368286
13,11,True,32,0.0,4,3,56.885792
14,9,True,32,0.0,4,3,66.555508
15,6,True,32,0.0,4,3,58.556467
