[2025-03-10 15:10:55,877][__main__][INFO] - Current working directory: /home/anthony/Project/rl-scm-tests/blicket_text/exp_output/2025.03.10/151055/0
[2025-03-10 15:10:56,530][__main__][INFO] - Environment created: <env.blicket_text.BlicketTextEnv object at 0x7fc31b797510>, with 3 objects. Object names: ['object 0', 'object 1', 'object 2']. Blicket indices: [0, 1]
[2025-03-10 15:10:56,531][__main__][INFO] - Running agent <agent.oracle_agent.OracleAgent object at 0x7fc31b77f250> for 8 trials...
[2025-03-10 15:10:56,531][__main__][INFO] - Starting trial 0...
[2025-03-10 15:10:56,536][__main__][INFO] - Trial 0 completed in 4 steps. Questions correct: 3/3
[2025-03-10 15:10:56,536][__main__][INFO] - Estimated cost so far: 0
[2025-03-10 15:10:56,536][__main__][INFO] - Starting trial 1...
[2025-03-10 15:10:56,546][__main__][INFO] - Trial 1 completed in 8 steps. Questions correct: 3/3
[2025-03-10 15:10:56,546][__main__][INFO] - Estimated cost so far: 0
[2025-03-10 15:10:56,546][__main__][INFO] - Starting trial 2...
[2025-03-10 15:10:56,555][__main__][INFO] - Trial 2 completed in 7 steps. Questions correct: 3/3
[2025-03-10 15:10:56,555][__main__][INFO] - Estimated cost so far: 0
[2025-03-10 15:10:56,555][__main__][INFO] - Starting trial 3...
[2025-03-10 15:10:56,562][__main__][INFO] - Trial 3 completed in 6 steps. Questions correct: 3/3
[2025-03-10 15:10:56,562][__main__][INFO] - Estimated cost so far: 0
[2025-03-10 15:10:56,562][__main__][INFO] - Starting trial 4...
[2025-03-10 15:10:56,570][__main__][INFO] - Trial 4 completed in 7 steps. Questions correct: 3/3
[2025-03-10 15:10:56,570][__main__][INFO] - Estimated cost so far: 0
[2025-03-10 15:10:56,570][__main__][INFO] - Starting trial 5...
[2025-03-10 15:10:56,575][__main__][INFO] - Trial 5 completed in 4 steps. Questions correct: 3/3
[2025-03-10 15:10:56,575][__main__][INFO] - Estimated cost so far: 0
[2025-03-10 15:10:56,575][__main__][INFO] - Starting trial 6...
[2025-03-10 15:10:56,582][__main__][INFO] - Trial 6 completed in 6 steps. Questions correct: 3/3
[2025-03-10 15:10:56,582][__main__][INFO] - Estimated cost so far: 0
[2025-03-10 15:10:56,582][__main__][INFO] - Starting trial 7...
[2025-03-10 15:10:56,594][__main__][INFO] - Trial 7 completed in 9 steps. Questions correct: 3/3
[2025-03-10 15:10:56,594][__main__][INFO] - Estimated cost so far: 0
[2025-03-10 15:10:56,594][__main__][INFO] - Estimated total cost: 0
