trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,10,True,32,0.0,6,5,66.727545
1,11,True,32,0.0,6,5,56.223677
2,14,True,32,0.0,6,4,73.516756
3,12,True,32,0.0,6,6,52.319159
4,1,True,32,0.0,6,4,55.20166
5,9,True,32,0.0,6,5,50.229014
6,10,True,32,0.0,6,6,73.758603
7,10,True,32,0.0,6,4,90.414435
8,16,True,32,0.0,6,4,65.72029
9,15,True,32,0.0,6,5,66.140781
10,14,True,32,0.0,6,4,61.974465
11,14,True,32,0.0,6,5,64.261952
12,12,True,32,0.0,6,6,69.44067
13,12,True,32,0.0,6,6,65.576964
14,11,True,32,0.0,6,6,66.897094
15,9,True,32,0.0,6,6,60.529266
