trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,10,True,32,0.0,4,2,167.563266
1,8,True,32,0.0,4,3,165.45423
2,10,True,32,0.0,4,3,131.970202
3,10,True,32,0.0,4,2,133.140529
4,11,True,32,0.0,4,2,136.513157
5,8,True,32,0.0,4,3,156.40818
6,10,True,32,0.0,4,2,155.739001
7,12,True,32,0.0,4,2,129.785489
8,13,True,32,0.0,4,3,135.49589
9,12,True,32,0.0,4,1,134.49453
10,10,True,32,0.0,4,3,122.585338
11,11,True,32,0.0,4,3,138.338159
12,12,True,32,0.0,4,2,143.574559
13,9,True,32,0.0,4,2,132.872651
14,11,True,32,0.0,4,2,159.958342
15,10,True,32,0.0,4,2,118.951168
