trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,14,True,32,0.0,6,5,84.363622
1,14,True,32,0.0,6,5,219.718167
2,21,True,32,0.0,6,6,77.532243
3,14,True,32,0.0,6,4,77.703719
4,10,True,32,0.0,6,5,73.495967
5,13,True,32,0.0,6,2,84.953967
6,20,True,32,0.0,6,5,98.765704
7,15,True,32,0.0,6,4,84.898302
8,11,True,32,0.0,6,6,99.072642
9,14,True,32,0.0,6,4,125.577963
10,12,True,32,0.0,6,3,94.430478
11,10,True,32,0.0,6,5,84.356478
12,13,True,32,0.0,6,3,83.400994
13,16,True,32,0.0,6,5,79.650595
14,13,True,32,0.0,6,5,95.835571
15,19,True,32,0.0,6,5,98.476743
