trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,11,True,32,0.0,4,2,77.978764
1,13,True,32,0.0,4,3,82.419554
2,13,True,32,0.0,4,3,87.245214
3,12,True,32,0.0,4,4,75.465091
4,9,True,32,0.0,4,4,75.08758
5,11,True,32,0.0,4,3,81.679151
6,9,True,32,0.0,4,3,66.356575
7,12,True,32,0.0,4,3,84.094039
8,8,True,32,0.0,4,4,71.464085
9,11,True,32,0.0,4,2,82.431752
10,10,True,32,0.0,4,2,83.177314
11,10,True,32,0.0,4,3,82.556113
12,10,True,32,0.0,4,4,112.254709
13,13,True,32,0.0,4,4,88.42717
14,9,True,32,0.0,4,4,87.551812
15,1,True,32,0.0,4,2,72.094649
