trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,21,True,32,0.0,8,7,80.46624
1,17,True,32,0.0,8,4,70.663028
2,23,True,32,0.0,8,7,73.680903
3,21,True,32,0.0,8,5,70.184401
4,18,True,32,0.0,8,7,67.547127
5,19,True,32,0.0,8,8,62.714021
6,23,True,32,0.0,8,6,72.836096
7,20,True,32,0.0,8,6,69.896494
8,21,True,32,0.0,8,5,59.167941
9,20,True,32,0.0,8,5,63.440921
10,17,True,32,0.0,8,6,62.757625
11,21,True,32,0.0,8,5,77.508233
12,17,True,32,0.0,8,7,60.380624
13,17,True,32,0.0,8,8,69.399701
14,13,True,32,0.0,8,8,62.837131
15,23,True,32,0.0,8,4,68.765297
