trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,13,True,32,0.0,8,7,70.601617
1,13,True,32,0.0,8,6,90.144392
2,16,True,32,0.0,8,7,86.337606
3,11,True,32,0.0,8,7,82.413626
4,15,True,32,0.0,8,6,74.442973
5,16,True,32,0.0,8,5,80.447909
6,13,True,32,0.0,8,6,103.064389
7,22,True,32,0.0,8,7,79.778776
8,10,False,32,0.0,8,6,66.669746
9,13,True,32,0.0,8,7,80.022344
10,12,True,32,0.0,8,6,86.765364
11,9,False,32,0.0,8,6,71.445142
12,17,True,32,0.0,8,6,82.48656
13,16,True,32,0.0,8,5,77.394117
14,11,True,32,0.0,8,4,80.772318
15,13,True,32,0.0,8,6,92.233284
