trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,8,True,32,0.0,6,5,57.121805
1,12,True,32,0.0,6,4,76.086849
2,10,True,32,0.0,6,5,63.425712
3,10,True,32,0.0,6,5,64.466008
4,10,True,32,0.0,6,5,57.841669
5,11,True,32,0.0,6,5,55.149304
6,14,True,32,0.0,6,4,76.818456
7,16,True,32,0.0,6,5,64.050023
8,11,True,32,0.0,6,5,64.783338
9,10,True,32,0.0,6,5,70.177361
10,10,True,32,0.0,6,6,67.359172
11,9,True,32,0.0,6,5,65.983032
12,14,True,32,0.0,6,5,65.735506
13,13,True,32,0.0,6,4,70.10899
14,10,True,32,0.0,6,4,73.889004
15,10,True,32,0.0,6,4,62.221332
