trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,13,True,32,0.0,8,7,55.714457
1,14,True,32,0.0,8,7,58.638239
2,15,True,32,0.0,8,7,73.62025
3,10,True,32,0.0,8,7,57.772991
4,9,True,32,0.0,8,7,66.516473
5,11,True,32,0.0,8,6,65.065911
6,11,True,32,0.0,8,7,62.798793
7,14,True,32,0.0,8,7,55.423638
8,17,True,32,0.0,8,7,59.803786
9,10,True,32,0.0,8,7,50.941293
10,13,True,32,0.0,8,7,54.218982
11,2,True,32,0.0,8,6,52.406104
12,13,True,32,0.0,8,5,65.116538
13,13,True,32,0.0,8,7,65.127538
14,11,True,32,0.0,8,7,58.35293
15,13,True,32,0.0,8,6,63.394855
