trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,16,True,32,0.0,6,6,58.320956
1,14,True,32,0.0,6,5,55.21137
2,13,True,32,0.0,6,6,62.992711
3,17,True,32,0.0,6,6,79.827245
4,11,True,32,0.0,6,5,54.616087
5,15,True,32,0.0,6,4,90.191618
6,15,True,32,0.0,6,5,81.42787
7,13,True,32,0.0,6,5,59.758176
8,15,True,32,0.0,6,6,77.089247
9,18,True,32,0.0,6,6,67.285932
10,20,True,32,0.0,6,3,64.033153
11,17,True,32,0.0,6,5,64.394649
12,16,True,32,0.0,6,5,89.684894
13,18,True,32,0.0,6,5,60.310086
14,16,True,32,0.0,6,3,58.915064
15,18,True,32,0.0,6,4,63.537264
