trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,13,True,32,0.0,8,7,64.962872
1,17,True,32,0.0,8,6,74.18079
2,15,True,32,0.0,8,6,68.529482
3,16,True,32,0.0,8,4,60.67721
4,15,True,32,0.0,8,7,71.013957
5,22,True,32,0.0,8,5,62.547181
6,21,True,32,0.0,8,6,85.944285
7,23,True,32,0.0,8,4,71.5391
8,17,True,32,0.0,8,3,90.661634
9,1,False,18,0.0,8,6,32.52335
10,15,True,32,0.0,8,5,64.972039
11,11,True,32,0.0,8,5,77.081759
12,20,True,32,0.0,8,4,83.999699
13,16,True,32,0.0,8,8,61.750025
14,17,True,32,0.0,8,5,67.855056
15,17,True,32,0.0,8,7,87.301711
