trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,5,True,32,0.0,4,3,55.754875
1,9,True,32,0.0,4,3,52.52954
2,7,True,32,0.0,4,3,65.667498
3,9,True,32,0.0,4,3,54.668694
4,7,True,32,0.0,4,3,58.300851
5,12,True,32,0.0,4,4,70.326905
6,5,True,32,0.0,4,3,68.457312
7,5,True,32,0.0,4,3,59.734091
8,10,True,32,0.0,4,3,55.541481
9,10,True,32,0.0,4,3,76.074754
10,5,True,32,0.0,4,3,57.798523
11,10,True,32,0.0,4,3,63.956016
12,8,True,32,0.0,4,2,56.012809
13,9,True,32,0.0,4,3,58.161246
14,10,True,32,0.0,4,3,51.184192
15,11,True,32,0.0,4,3,58.056159
