trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,10,True,32,0.0,4,4,66.294141
1,9,True,32,0.0,4,4,73.221793
2,10,True,32,0.0,4,4,78.354228
3,13,True,32,0.0,4,4,59.908455
4,8,True,32,0.0,4,3,75.042633
5,10,True,32,0.0,4,4,63.922998
6,9,True,32,0.0,4,4,76.482126
7,9,True,32,0.0,4,3,52.490261
8,10,True,32,0.0,4,3,66.158286
9,6,True,32,0.0,4,3,67.203847
10,10,True,32,0.0,4,4,59.613361
11,9,True,32,0.0,4,4,60.152712
12,7,True,32,0.0,4,4,55.460292
13,13,True,32,0.0,4,4,65.070332
14,11,True,32,0.0,4,4,62.655104
15,8,True,32,0.0,4,4,60.200783
