trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,15,True,32,0.0,8,7,77.245391
1,14,True,32,0.0,8,6,72.652536
2,16,True,32,0.0,8,7,81.813906
3,16,True,32,0.0,8,7,77.195196
4,11,True,32,0.0,8,7,94.462555
5,14,True,32,0.0,8,5,89.31143
6,13,True,32,0.0,8,7,98.643099
7,17,True,32,0.0,8,7,88.98915
8,14,True,32,0.0,8,4,82.870986
9,14,True,32,0.0,8,6,83.559243
10,15,True,32,0.0,8,7,80.131227
11,15,True,32,0.0,8,6,74.150224
12,20,True,32,0.0,8,6,77.683101
13,17,True,32,0.0,8,7,93.383282
14,1,False,32,0.0,8,6,110.112177
15,16,True,32,0.0,8,5,77.74502
