trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,16,True,32,0.0,6,5,85.426181
1,14,True,32,0.0,6,5,110.633202
2,11,True,32,0.0,6,6,85.557832
3,9,True,32,0.0,6,6,87.766308
4,9,True,32,0.0,6,6,60.62256
5,15,True,32,0.0,6,5,131.097701
6,8,True,32,0.0,6,6,85.197349
7,11,True,32,0.0,6,5,103.476975
8,11,True,32,0.0,6,6,82.727304
9,9,True,32,0.0,6,6,135.59216
10,10,True,32,0.0,6,6,95.006062
11,16,True,32,0.0,6,4,93.441621
12,9,True,32,0.0,6,6,102.497629
13,7,True,32,0.0,6,6,106.208806
14,1,True,32,0.0,6,4,94.021026
15,13,True,32,0.0,6,5,95.116036
