trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,6,False,32,0.0,6,4,73.836148
1,9,True,32,0.0,6,5,70.730219
2,14,True,32,0.0,6,6,61.036582
3,12,True,32,0.0,6,4,77.853771
4,7,True,32,0.0,6,5,63.290695
5,8,True,32,0.0,6,4,62.911541
6,11,True,32,0.0,6,5,60.5533
7,8,True,32,0.0,6,5,58.116755
8,13,True,32,0.0,6,5,68.867457
9,9,True,32,0.0,6,5,58.601509
10,13,True,32,0.0,6,5,58.156786
11,10,True,32,0.0,6,5,68.436841
12,11,True,32,0.0,6,5,65.88264
13,13,True,32,0.0,6,5,58.767101
14,7,False,32,0.0,6,4,67.279673
15,13,True,32,0.0,6,5,148.225113
