[2025-02-27 00:29:49,957][__main__][INFO] - Current working directory: /home/anthony/Project/rl-scm-tests/blicket_text/exp_output/2025.02.27/002949/0
[2025-02-27 00:29:50,616][__main__][INFO] - Environment created: <env.blicket_text.BlicketTextEnv object at 0x7fd3d3e86410>, with 4 objects. Object names: ['object 0', 'object 1', 'object 2', 'object 3']. Blicket indices: [1, 3]
[2025-02-27 00:29:50,616][__main__][INFO] - Running agent <agent.normative_agent.NormativeAgent object at 0x7fd3d49a2d50> for 128 trials...
[2025-02-27 00:29:50,616][__main__][INFO] - Starting trial 0...
[2025-02-27 00:29:50,682][__main__][INFO] - Trial 0 completed in 32 steps. Questions correct: 3/4
[2025-02-27 00:29:50,682][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:50,682][__main__][INFO] - Starting trial 1...
[2025-02-27 00:29:50,745][__main__][INFO] - Trial 1 completed in 32 steps. Questions correct: 3/4
[2025-02-27 00:29:50,745][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:50,745][__main__][INFO] - Starting trial 2...
[2025-02-27 00:29:50,807][__main__][INFO] - Trial 2 completed in 32 steps. Questions correct: 2/4
[2025-02-27 00:29:50,807][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:50,807][__main__][INFO] - Starting trial 3...
[2025-02-27 00:29:50,870][__main__][INFO] - Trial 3 completed in 32 steps. Questions correct: 2/4
[2025-02-27 00:29:50,870][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:50,870][__main__][INFO] - Starting trial 4...
[2025-02-27 00:29:50,932][__main__][INFO] - Trial 4 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:50,932][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:50,932][__main__][INFO] - Starting trial 5...
[2025-02-27 00:29:50,995][__main__][INFO] - Trial 5 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:50,995][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:50,995][__main__][INFO] - Starting trial 6...
[2025-02-27 00:29:51,058][__main__][INFO] - Trial 6 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,058][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,058][__main__][INFO] - Starting trial 7...
[2025-02-27 00:29:51,121][__main__][INFO] - Trial 7 completed in 32 steps. Questions correct: 3/4
[2025-02-27 00:29:51,121][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,121][__main__][INFO] - Starting trial 8...
[2025-02-27 00:29:51,184][__main__][INFO] - Trial 8 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,184][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,184][__main__][INFO] - Starting trial 9...
[2025-02-27 00:29:51,247][__main__][INFO] - Trial 9 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,247][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,247][__main__][INFO] - Starting trial 10...
[2025-02-27 00:29:51,310][__main__][INFO] - Trial 10 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,310][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,310][__main__][INFO] - Starting trial 11...
[2025-02-27 00:29:51,373][__main__][INFO] - Trial 11 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,374][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,374][__main__][INFO] - Starting trial 12...
[2025-02-27 00:29:51,437][__main__][INFO] - Trial 12 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,437][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,437][__main__][INFO] - Starting trial 13...
[2025-02-27 00:29:51,501][__main__][INFO] - Trial 13 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,501][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,501][__main__][INFO] - Starting trial 14...
[2025-02-27 00:29:51,565][__main__][INFO] - Trial 14 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,565][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,565][__main__][INFO] - Starting trial 15...
[2025-02-27 00:29:51,629][__main__][INFO] - Trial 15 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,629][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,629][__main__][INFO] - Starting trial 16...
[2025-02-27 00:29:51,693][__main__][INFO] - Trial 16 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,693][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,693][__main__][INFO] - Starting trial 17...
[2025-02-27 00:29:51,758][__main__][INFO] - Trial 17 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,758][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,758][__main__][INFO] - Starting trial 18...
[2025-02-27 00:29:51,823][__main__][INFO] - Trial 18 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,823][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,823][__main__][INFO] - Starting trial 19...
[2025-02-27 00:29:51,887][__main__][INFO] - Trial 19 completed in 32 steps. Questions correct: 4/4
[2025-02-27 00:29:51,887][__main__][INFO] - Estimated cost so far: 0
[2025-02-27 00:29:51,888][__main__][INFO] - Starting trial 20...
