trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,14,True,32,0.0,6,5,125.953967
1,14,True,32,0.0,6,5,129.637378
2,12,True,32,0.0,6,5,121.890932
3,18,True,32,0.0,6,5,119.630084
4,12,True,32,0.0,6,5,125.407335
5,18,True,32,0.0,6,5,105.916278
6,19,True,32,0.0,6,5,116.108678
7,13,True,32,0.0,6,5,116.691748
8,18,True,32,0.0,6,5,109.066563
9,17,True,32,0.0,6,5,127.177861
10,11,True,32,0.0,6,5,107.82605
11,21,True,32,0.0,6,6,104.836218
12,13,True,32,0.0,6,5,106.903838
13,15,True,32,0.0,6,4,98.855276
14,11,True,32,0.0,6,5,126.763191
15,16,True,32,0.0,6,5,121.112684
