trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,6,True,32,0.0,4,3,52.544648
1,6,True,32,0.0,4,3,51.135466
2,7,True,32,0.0,4,3,63.016663
3,9,True,32,0.0,4,4,59.50989
4,12,True,32,0.0,4,3,69.299285
5,7,True,32,0.0,4,4,55.156071
6,7,True,32,0.0,4,3,52.019701
7,7,True,32,0.0,4,4,50.720047
8,7,True,32,0.0,4,3,56.411886
9,10,True,32,0.0,4,3,50.295941
10,7,True,32,0.0,4,3,46.069085
11,10,True,32,0.0,4,4,46.581263
12,9,True,32,0.0,4,3,46.587267
13,8,True,32,0.0,4,3,53.305924
14,6,True,32,0.0,4,3,47.267884
15,7,True,32,0.0,4,3,56.663225
