trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,12,True,32,0.0,6,3,0.001577
1,16,True,32,0.0,6,4,0.001567
2,14,True,32,0.0,6,2,0.00156
3,12,True,32,0.0,6,3,0.001552
4,11,True,32,0.0,6,3,0.001548
5,13,True,32,0.0,6,5,0.001531
6,5,True,32,0.0,6,2,0.001519
7,13,True,32,0.0,6,4,0.001541
8,9,True,32,0.0,6,2,0.00155
9,15,True,32,0.0,6,6,0.001551
10,9,True,32,0.0,6,3,0.001548
11,11,True,32,0.0,6,3,0.00154
12,10,True,32,0.0,6,4,0.001549
13,15,True,32,0.0,6,2,0.001548
14,11,True,32,0.0,6,2,0.001548
15,11,True,32,0.0,6,1,0.001561
