trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,7,True,32,0.0,6,5,61.714323
1,10,True,32,0.0,6,5,62.41411
2,10,True,32,0.0,6,5,62.120973
3,13,True,32,0.0,6,5,67.601798
4,13,True,32,0.0,6,5,64.104789
5,9,True,32,0.0,6,5,72.497664
6,6,True,32,0.0,6,3,56.264336
7,10,True,32,0.0,6,5,73.069189
8,10,True,32,0.0,6,5,55.67545
9,10,True,32,0.0,6,4,68.830168
10,14,True,32,0.0,6,3,72.267359
11,13,True,32,0.0,6,5,62.978787
12,16,True,32,0.0,6,5,68.137396
13,9,True,32,0.0,6,5,63.743583
14,12,True,32,0.0,6,5,68.554477
15,7,True,32,0.0,6,5,75.9841
