trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,9,True,32,0.0,4,1,0.001538
1,9,True,32,0.0,4,3,0.001494
2,10,True,32,0.0,4,1,0.001503
3,8,True,32,0.0,4,0,0.001471
4,6,True,32,0.0,4,1,0.001478
5,10,True,32,0.0,4,2,0.001499
6,13,True,32,0.0,4,4,0.001477
7,9,True,32,0.0,4,1,0.00147
8,12,True,32,0.0,4,3,0.001489
9,10,True,32,0.0,4,3,0.00149
10,9,True,32,0.0,4,2,0.001485
11,7,True,32,0.0,4,1,0.00146
12,13,True,32,0.0,4,2,0.001466
13,13,True,32,0.0,4,4,0.001497
14,12,True,32,0.0,4,2,0.001477
15,11,True,32,0.0,4,2,0.001476
