trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,10,True,32,0.0,4,2,92.621403
1,13,True,32,0.0,4,2,79.968064
2,13,True,32,0.0,4,2,66.611709
3,10,True,32,0.0,4,4,72.015965
4,12,True,32,0.0,4,3,83.809259
5,10,True,32,0.0,4,3,62.951722
6,12,True,32,0.0,4,4,67.791876
7,13,True,32,0.0,4,3,73.547859
8,9,True,32,0.0,4,4,73.443324
9,10,True,32,0.0,4,4,67.906698
10,8,True,32,0.0,4,3,83.298665
11,10,True,32,0.0,4,4,70.317871
12,13,True,32,0.0,4,4,73.929835
13,13,True,32,0.0,4,4,66.425498
14,12,True,32,0.0,4,3,71.611813
15,12,True,32,0.0,4,4,72.436343
