trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,7,False,32,0.0,6,4,77.635622
1,7,True,32,0.0,6,5,73.907287
2,9,True,32,0.0,6,5,78.813281
3,7,True,32,0.0,6,5,78.138672
4,8,True,32,0.0,6,5,73.829263
5,11,True,32,0.0,6,5,74.208849
6,7,True,32,0.0,6,5,73.480815
7,11,True,32,0.0,6,5,72.551078
8,12,True,32,0.0,6,5,76.313503
9,10,True,32,0.0,6,5,78.064926
10,13,True,32,0.0,6,5,69.146196
11,9,True,32,0.0,6,5,82.200417
12,16,True,32,0.0,6,5,68.889657
13,8,True,32,0.0,6,5,61.5336
14,6,True,32,0.0,6,5,79.374208
15,11,True,32,0.0,6,5,78.178984
