trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,11,True,32,0.0,4,3,57.045051
1,10,True,32,0.0,4,1,62.80708
2,14,True,32,0.0,4,3,47.035145
3,9,True,32,0.0,4,3,65.372502
4,9,True,32,0.0,4,3,52.093859
5,10,True,32,0.0,4,2,50.593304
6,15,True,32,0.0,4,3,52.978704
7,11,True,32,0.0,4,3,43.239422
8,13,True,32,0.0,4,3,71.613639
9,11,True,32,0.0,4,3,47.040741
10,8,True,32,0.0,4,3,66.854562
11,7,True,32,0.0,4,2,54.244971
12,10,True,32,0.0,4,4,47.522499
13,13,True,32,0.0,4,3,56.696157
14,7,True,32,0.0,4,2,56.988028
15,8,True,32,0.0,4,3,60.928401
