trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,8,True,32,0.0,4,1,0.001635
1,10,True,32,0.0,4,1,0.001528
2,8,False,32,0.0,4,3,0.001462
3,6,False,32,0.0,4,2,0.001469
4,10,True,32,0.0,4,2,0.001475
5,11,True,32,0.0,4,2,0.00146
6,9,True,32,0.0,4,3,0.00145
7,12,True,32,0.0,4,2,0.001478
8,12,True,32,0.0,4,3,0.001454
9,10,True,32,0.0,4,1,0.001475
10,11,True,32,0.0,4,1,0.001456
11,11,True,32,0.0,4,2,0.001442
12,10,True,32,0.0,4,2,0.001463
13,9,True,32,0.0,4,3,0.001453
14,10,True,32,0.0,4,3,0.001455
15,10,True,32,0.0,4,4,0.001468
