trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,12,True,32,0.0,4,3,67.14154
1,11,True,32,0.0,4,3,67.904314
2,9,True,32,0.0,4,2,57.003205
3,13,True,32,0.0,4,2,56.237013
4,11,True,32,0.0,4,3,54.615771
5,12,True,32,0.0,4,4,53.117145
6,14,True,32,0.0,4,3,62.428835
7,7,True,32,0.0,4,4,55.328636
8,9,True,32,0.0,4,4,64.222461
9,11,True,32,0.0,4,4,51.908902
10,13,True,32,0.0,4,3,69.25307
11,8,True,32,0.0,4,4,56.481592
12,10,True,32,0.0,4,3,64.989333
13,14,True,32,0.0,4,3,49.167281
14,10,True,32,0.0,4,3,49.976924
15,10,True,32,0.0,4,3,54.352308
