trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,13,True,32,0.0,6,4,0.001571
1,13,False,32,0.0,6,4,0.001533
2,12,True,32,0.0,6,4,0.001533
3,12,True,32,0.0,6,2,0.001516
4,20,True,32,0.0,6,2,0.001532
5,16,False,32,0.0,6,4,0.001528
6,15,True,32,0.0,6,6,0.001516
7,14,True,32,0.0,6,4,0.001515
8,13,True,32,0.0,6,2,0.001517
9,9,False,32,0.0,6,3,0.001509
10,15,True,32,0.0,6,2,0.001522
11,13,True,32,0.0,6,3,0.001518
12,12,False,32,0.0,6,1,0.0015
13,12,True,32,0.0,6,4,0.00153
14,10,True,32,0.0,6,2,0.0015
15,16,True,32,0.0,6,5,0.001536
