trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,14,True,30,0.0,8,8,126.173836
1,22,True,32,0.0,8,7,127.128423
2,19,True,30,0.0,8,8,120.360249
3,12,True,25,0.0,8,8,91.607039
4,16,True,32,0.0,8,8,114.426024
5,19,True,32,0.0,8,8,123.663469
6,26,True,32,0.0,8,4,123.160748
7,12,True,32,0.0,8,8,117.275936
8,20,True,32,0.0,8,7,157.893673
9,12,True,32,0.0,8,8,145.43475
10,12,True,32,0.0,8,8,123.369166
11,18,True,32,0.0,8,8,133.414961
12,17,True,32,0.0,8,8,166.012033
13,11,True,25,0.0,8,8,111.491286
14,18,True,32,0.0,8,8,131.549762
15,15,True,32,0.0,8,8,129.852505
