trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,10,True,32,0.0,4,4,75.19239
1,8,True,32,0.0,4,3,66.087198
2,8,True,32,0.0,4,4,68.882201
3,9,True,32,0.0,4,3,58.105329
4,7,True,32,0.0,4,2,80.842312
5,9,True,32,0.0,4,3,83.374725
6,9,True,32,0.0,4,3,56.081668
7,5,True,32,0.0,4,3,66.360335
8,8,True,32,0.0,4,2,54.899501
9,9,True,32,0.0,4,4,70.561581
10,11,True,32,0.0,4,3,56.605519
11,9,True,32,0.0,4,3,58.06462
12,6,True,32,0.0,4,3,61.507881
13,7,True,32,0.0,4,3,62.64738
14,6,True,32,0.0,4,3,70.462527
15,7,True,32,0.0,4,3,65.800697
