trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,12,True,32,0.0,4,4,78.652441
1,9,True,32,0.0,4,4,79.541588
2,11,True,32,0.0,4,4,92.348166
3,7,True,32,0.0,4,4,74.412294
4,10,True,32,0.0,4,4,100.641152
5,8,True,32,0.0,4,4,88.635354
6,9,True,32,0.0,4,3,87.708922
7,9,True,32,0.0,4,4,71.782958
8,7,True,32,0.0,4,3,87.326094
9,12,True,32,0.0,4,4,82.681927
10,8,True,32,0.0,4,2,90.676678
11,10,True,32,0.0,4,4,83.62326
12,7,True,32,0.0,4,4,85.650219
13,6,True,32,0.0,4,4,105.10775
14,9,True,32,0.0,4,3,90.751738
15,9,True,32,0.0,4,4,72.964062
