trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,8,True,32,0.0,6,5,74.044464
1,8,True,32,0.0,6,5,74.948885
2,7,True,32,0.0,6,5,78.045062
3,13,True,32,0.0,6,5,77.173824
4,7,True,32,0.0,6,5,84.379034
5,9,True,32,0.0,6,5,67.434746
6,8,False,32,0.0,6,4,69.822329
7,11,True,32,0.0,6,5,79.269512
8,10,True,32,0.0,6,5,78.392754
9,11,True,32,0.0,6,5,70.321727
10,7,True,32,0.0,6,5,71.368054
11,9,True,32,0.0,6,5,68.399237
12,9,True,32,0.0,6,5,90.869401
13,7,True,32,0.0,6,5,79.004078
14,12,True,32,0.0,6,6,100.87157
15,10,True,32,0.0,6,5,70.124589
