trial_idx,unique_state_visited,turn_machine_on,num_steps,total_reward,num_questions,num_correct,trial_duration
0,10,True,32,0.0,8,7,60.258432
1,12,True,32,0.0,8,6,64.282631
2,11,True,32,0.0,8,7,56.561106
3,10,True,32,0.0,8,7,62.516346
4,9,True,32,0.0,8,7,67.553031
5,13,True,32,0.0,8,7,71.406953
6,9,True,32,0.0,8,8,67.434448
7,10,True,32,0.0,8,6,56.754441
8,14,True,32,0.0,8,6,57.64369
9,12,True,32,0.0,8,7,57.724739
10,10,True,32,0.0,8,7,52.102966
11,9,False,32,0.0,8,6,63.690218
12,11,True,32,0.0,8,7,67.42519
13,1,False,32,0.0,8,6,54.570951
14,9,True,32,0.0,8,7,60.663298
15,12,True,32,0.0,8,7,77.217409
